3529,30.87
4032,31.00
4536,31.12
5039,31.19
5542,31.31
6045,31.37
6549,31.50
7052,31.56
7556,31.62
8059,31.75
8562,31.81
9066,31.87
9569,31.94
10073,32.00
10575,32.06
11079,32.13
11583,32.25
12086,32.31
12590,32.38
13092,32.38
13596,32.44
14100,32.44
14603,32.44
15107,32.50
15610,32.56
16113,32.56
16617,32.63
17121,32.69
17624,32.69
18127,32.75
18631,32.81
19134,32.94
19638,32.94
20142,33.00
20644,33.06
21148,33.06
21652,33.13
22156,33.13
22659,33.19
23162,33.19
23666,33.19
24169,33.25
24673,33.25
25177,33.31
25679,33.38
26183,33.38
26687,33.44
27191,33.50
27694,33.50
28197,33.50
28701,33.50
29204,33.56
29708,33.56
30212,33.56
30714,33.56
31218,33.63
31722,33.63
32226,33.69
32729,33.63
33232,33.69
33736,33.69
34240,33.75
34743,33.75
35247,33.75
35750,33.81
36254,33.75
36757,33.88
37261,33.88
37765,33.88
38267,33.88
38771,33.88
39275,33.94
39779,33.94
40283,34.00
40785,34.00
41289,34.00
41793,33.94
42297,33.94
42801,34.06
43303,34.00
43807,34.06
44311,34.06
44815,34.00
45319,34.00
45821,34.06
46325,34.13
46829,34.13
47333,34.13
47837,34.06
48339,34.06
48843,34.19
49347,34.13
49851,34.19
50355,34.19
50857,34.19
51361,34.19
51865,34.25
52369,34.25
52873,34.25
53377,34.25
53879,34.31
54383,34.31
54887,34.25
55391,34.38
55894,34.38
56397,34.31
56901,34.31
57405,34.31
57909,34.31
58412,34.38
58915,34.44
59419,34.38
59923,34.38
60427,34.38
60931,34.44
61433,34.50
61937,34.44
62441,34.50
62945,34.44
63449,34.50
63951,34.38
64455,34.50
64959,34.50
65463,34.44
65966,34.50
66469,34.56
66973,34.50
67477,34.50
67981,34.44
68485,34.50
68987,34.50
69491,34.50
69995,34.56
70499,34.56
71003,34.56
71505,34.56
72009,34.56
72513,34.56
73017,34.56
73521,34.63
74023,34.56
74527,34.63
75031,34.63
75535,34.63
76039,34.56
76541,34.63
77045,34.63
77549,34.63
78053,34.63
78557,34.56
79059,34.69
79563,34.63
80067,34.69
80571,34.63
81075,34.69
81577,34.69
82081,34.63
82585,34.69
83089,34.75
83593,34.75
84097,34.75
84600,34.69
85104,34.69
85607,34.75
86111,34.75
86615,34.75
87118,34.81
87622,34.75
88126,34.81
88630,34.81
89134,34.75
89636,34.75
90140,34.81
90644,34.81
91148,34.81
91652,34.81
92155,34.75
92659,34.81
93163,34.81
93666,34.81
94170,34.81
94673,34.81
95177,34.88
95681,34.88
96185,34.88
96689,34.88
97191,34.88
97695,34.88
98199,34.88
98703,34.88
99207,34.94
99710,34.88
10
