509,32.19
1013,32.19
1516,32.25
2020,32.31
2523,32.38
3026,32.38
3530,32.44
4033,32.44
4537,32.50
5040,32.50
5543,32.56
6047,32.63
6550,32.63
7054,32.63
7558,32.69
8060,32.75
8564,32.75
9067,32.75
9571,32.75
10075,32.81
10577,32.81
11081,32.81
11585,32.88
12088,32.94
12592,32.94
13095,33.00
13599,33.00
14102,33.00
14606,32.94
15110,33.00
15612,33.06
16116,33.06
16620,33.13
17124,33.13
17627,33.13
18130,33.13
18634,33.19
19137,33.19
19641,33.25
20145,33.25
20648,33.25
21151,33.25
21655,33.19
22159,33.25
22663,33.25
23165,33.31
23669,33.31
24173,33.38
24677,33.38
25181,33.38
25683,33.31
26187,33.38
26691,33.38
27195,33.38
27699,33.44
28201,33.50
28705,33.50
29209,33.50
29713,33.44
36259,33.75
36763,33.69
37266,33.75
37770,33.69
38274,33.75
38777,33.69
39281,33.75
39785,33.75
40288,33.75
40792,33.81
41295,33.81
41799,33.81
42303,33.81
42806,33.75
43310,33.81
43813,33.88
44317,33.81
44821,33.81
45325,33.88
45828,33.94
46331,33.94
46835,33.94
47339,33.94
47843,33.88
48346,34.00
48849,33.88
49353,33.94
49857,33.94
50361,34.00
50865,34.00
51367,34.00
51871,34.06
52375,34.00
52879,34.00
53383,34.00
53885,34.00
54389,34.00
54893,34.06
55397,34.06
55901,34.00
56403,34.06
56907,34.00
57411,34.06
57915,34.06
58419,34.00
58923,34.06
59426,34.13
59929,34.13
60433,34.13
60937,34.13
61441,34.06
61944,34.13
62447,34.19
62951,34.13
63455,34.13
63959,34.13
64462,34.25
64966,34.13
65469,34.19
65973,34.13
66477,34.19
66980,34.13
67484,34.25
67987,34.19
68491,34.13
68995,34.25
69498,34.19
70002,34.25
70506,34.25
71009,34.25
71513,34.25
72016,34.25
72520,34.25
73024,34.25
73527,34.25
74031,34.25
74534,34.19
75038,34.25
75542,34.25
76045,34.31
76549,34.25
77052,34.38
77556,34.31
78060,34.31
78564,34.31
79067,34.31
79570,34.31
80074,34.38
80578,34.38
81082,34.31
81585,34.31
82088,34.38
82592,34.31
83096,34.31
83600,34.31
84104,34.31
84606,34.44
85110,34.38
85614,34.31
86118,34.38
86622,34.38
87126,34.38
87628,34.38
88132,34.38
88636,34.38
89140,34.44
89644,34.44
90147,34.38
90650,34.50
91154,34.38
91658,34.44
92162,34.44
92665,34.44
93169,34.44
93672,34.50
94176,34.44
94680,34.44
95183,34.44
95687,34.50
96191,34.44
96694,34.50
97198,34.56
97701,34.50
98205,34.50
98709,34.56
99213,34.50
99717,34.50
10
