509,33.69
1013,33.81
1517,33.88
2020,33.88
2524,33.94
3027,34.06
3531,34.06
4034,34.00
4538,34.06
5042,34.19
5545,34.25
6049,34.31
6552,34.25
7056,34.31
7560,34.25
8064,34.38
8567,34.38
9070,34.44
9574,34.44
10078,34.50
10582,34.50
11085,34.50
11589,34.56
12093,34.56
12596,34.63
13100,34.63
13603,34.69
14107,34.69
14611,34.69
15115,34.69
15619,34.69
16122,34.75
16626,34.81
17130,34.81
17633,34.81
18137,34.81
18640,34.88
19144,34.94
19648,34.94
20152,34.94
20656,34.94
21159,34.94
21663,34.94
22167,35.00
22670,35.06
23174,35.06
23677,35.06
24181,35.06
24685,35.13
25189,35.13
25693,35.13
26196,35.13
26700,35.13
27204,35.19
27708,35.19
28212,35.19
28716,35.19
29219,35.25
29723,35.25
30227,35.25
30731,35.25
31235,35.25
31738,35.31
32242,35.31
32746,35.31
33250,35.31
33754,35.38
34256,35.38
34760,35.38
35264,35.38
35768,35.38
36272,35.44
36775,35.38
37279,35.38
37784,35.38
38288,35.44
38792,35.44
39296,35.44
39799,35.50
40303,35.44
40807,35.50
41311,35.50
41815,35.50
42318,35.56
42821,35.50
43325,35.50
43829,35.50
44333,35.50
44836,35.56
45340,35.56
45844,35.56
46348,35.56
46853,35.56
47356,35.63
47860,35.56
48364,35.56
48868,35.56
49372,35.63
49875,35.63
50379,35.63
50883,35.63
51387,35.63
51891,35.69
52395,35.69
52898,35.69
53402,35.69
53906,35.69
54410,35.63
54914,35.69
55417,35.69
55921,35.63
56425,35.69
56929,35.69
57433,35.69
57936,35.75
58440,35.75
58944,35.75
59448,35.69
59952,35.75
60455,35.75
60959,35.69
61463,35.75
61967,35.75
62471,35.81
62974,35.75
63479,35.75
63983,35.75
64487,35.75
64991,35.75
65495,35.75
65998,35.75
66502,35.75
67006,35.81
67510,35.75
68014,35.81
68517,35.81
69021,35.81
69525,35.88
70029,35.81
70533,35.88
71036,35.81
71540,35.81
72044,35.88
72548,35.88
73052,35.88
73555,35.94
74059,35.94
74563,35.88
75067,35.88
75571,35.88
76075,35.88
76578,35.88
77082,35.88
77586,35.88
78090,35.88
78594,35.94
79097,35.94
79601,35.88
80105,35.94
80609,35.88
81113,35.88
81616,35.88
82120,35.94
82624,35.94
83128,36.00
83632,35.94
84135,35.94
84639,35.94
85143,36.00
85647,36.00
86151,36.00
86654,36.00
87158,36.00
87661,35.94
88165,36.00
88669,36.00
89172,35.94
89676,36.00
90180,35.94
90684,36.00
91188,36.00
91692,36.06
92195,36.00
92699,36.00
93203,36.00
93707,36.00
94211,36.06
94714,36.06
95218,36.06
95722,36.00
96226,36.00
96730,36.00
97233,36.00
97737,36.06
98241,36.06
98745,36.06
99249,36.06
99752,36.06
10
